station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
9,9/14/2012,76,50,63,38,51,2,0, ,0,0,29.52,30.29,1.3,4,2
10,9/14/2012,86,74,80,73,75,0,15,TS RA,0,0.42,30.07,30.09,7.4,5,9.4
11,9/14/2012,85,72,79,72,73,0,14,RA,0,0.16,30.06,30.1,6.6,5,7.8
12,9/14/2012,85,74,80,71,74,0,15,RA,0,0.37,30.06,30.1,5.9,7,7.4
13,9/14/2012,75,45,60,34,47,5,0, ,0,0,24.55,30.31,4.7,15,6
14,9/14/2012,60,57,59,55,57,6,0,DZ BR HZ,0,0.00001,28.85,30.23,11,1,11.1
15,9/14/2012,83,50,67,56,60,0,2,FG+ BR,0,0,29.79,30.15,2.3,17,3
16,9/14/2012,81,59,70,60,64,0,5, ,0,0.01,30.06,30.14,5.4,18,6.4
17,9/14/2012,64,58,61,57,58,4,0,RA BR,0,0.51,29.55,30.25,6.8,1,6.9
18,9/14/2012,73,65,69,62,64,0,4,RA DZ,0,0.03,29.67,30.17,8.2,34,8.4
19,9/14/2012,75,50,63,46,54,2,0, ,0,0,29.54,30.29,4.2,29,5.6
20,9/14/2012,73,65,69,62,65,0,4,RA,0,0.02,29.47,30.16,9.3,32,9.5
1,9/15/2012,74,51,63,50,57,2,0,RA,0,0.02,29.88,30.03,4.6,30,7.2
2,9/15/2012,68,50,59,50,55,6,0,RA BR,0,0.08,28.97,30.05,10.1,29,10.8
3,9/15/2012,74,62,68,64,65,0,3,RA DZ BR,0,0.04,29.39,30.12,3.2,32,3.3
4,9/15/2012,81,66,74,63,67,0,9, ,0,0,29.44,30.14,1.7,35,2.6
6,9/15/2012,79,67,73,64,67,0,8, ,0,0,29.6,30.13,4.7,2,5.8
7,9/15/2012,65,59,62,58,60,3,0,RA BR HZ,0,0.00001,28.77,30.16,2.5,34,3
8,9/15/2012,81,66,73.744908,64,67,0,8.744908, ,0,0,29.78,30.7356402,4.6,34,5.3
9,9/15/2012,85,50,68,44,55,0,3, ,0,0,29.3,30.09,7.3,19,8.3
10,9/15/2012,85,76,81,73,75,0,16,RA,0,0.09,30.06,30.08,6.4,5,6.9
11,9/15/2012,86,71,79,70,72,0,14, ,0,0.00001,30.05,30.09,4.9,6,5.8
12,9/15/2012,84,73,79,71,73,0,14,RA,0,0.07,30.04,30.09,4.6,7,5
13,9/15/2012,84,47,66,30,48,0,1, ,0,0,24.39,30.08,3.1,15,5.4
14,9/15/2012,66,59,63,58,60,2,0,BR,0,0.00001,28.76,30.15,2.7,33,3.2
15,9/15/2012,72,44,58,49,54,7,0,RA BR,0,0.03,29.65,30.03,5.3,31,6.6
16,9/15/2012,74,47,61,51,57,4,0, ,0,0.06,29.9,30,5.7,30,7.5
17,9/15/2012,74,62,68,62,64,0,3,RA,0,0.04,29.46,30.16,0.1,22,0.1
18,9/15/2012,78,64,71,59,63,0,6, ,0,0,29.62,30.14,5.5,32,6
19,9/15/2012,74,50,62,51,57,3,0, ,0,0,29.44,30.21,5,17,6.2
20,9/15/2012,81,62,72,59,64,0,7, ,0,0,29.42,30.14,5.7,31,6.1
1,9/16/2012,71,48,60,41,50,5,0, ,0,0,29.89,30.05,3.8,30,4.5
2,9/16/2012,67,48,58,44,50,7,0, ,0,0,28.97,30.06,8,29,8.3
3,9/16/2012,74,65,70,63,65,0,5,BR,0,0.00001,29.27,30,2.9,18,3.9
4,9/16/2012,73,65,69,65,66,0,4,RA FG BR,0,2.27,29.33,30.03,1.2,1,2
6,9/16/2012,72,66,69,65,67,0,4,RA BR,0,1.29,29.48,30.02,4.2,1,5
7,9/16/2012,76,58,67,59,62,0,2,BR,0,0.01,28.63,30.01,3.6,19,3.9
8,9/16/2012,79,68,73.744908,64,67,0,8.744908,RA DZ BR HZ,0,0.37,29.65,30.6014685,3.7,36,3.8
9,9/16/2012,80,59,70,49,58,0,5, ,0,0,29.15,29.92,3,28,8.7
10,9/16/2012,87,76,82,72,75,0,17, ,0,0.03,30.03,30.05,5.1,11,5.8
11,9/16/2012,87,69,78,70,73,0,13, ,0,0.00001,30.02,30.05,3.4,12,4.2
12,9/16/2012,87,71,79,71,73,0,14, ,0,0.00001,30.01,30.06,3.2,12,3.7
13,9/16/2012,83,52,68,25,48,0,3, ,0,0,24.31,29.94,0.5,6,5.6
14,9/16/2012,77,58,68,59,62,0,3,BR,0,0,28.63,30.01,3.7,18,4.1
15,9/16/2012,69,37,53,39,46,12,0, ,0,0,29.67,30.04,3.7,31,4.4
16,9/16/2012,71,45,58,42,50,7,0, ,0,0,29.91,30.01,3.5,30,4
17,9/16/2012,75,63,69,62,64,0,4,BR,0,0,29.34,30.05,1.4,19,1.6
18,9/16/2012,70,66,68,63,65,0,3,RA BR,0,0.26,29.5,30.03,0.8,22,2.6
19,9/16/2012,76,55,66,47,55,0,1, ,0,0,29.26,30.03,7,23,7.5
20,9/16/2012,69,65,67,64,65,0,2,RA BR,0,0.31,29.31,30.03,0.6,31,1.1
1,9/17/2012,77,44,61,47,53,4,0, ,0,0,29.91,30.07,1.5,20,2.1
2,9/17/2012,72,48,60,49,54,5,0, ,0,0,28.98,30.08,5.9,25,6.8
3,9/17/2012,82,60,71,62,65,0,6,BR,0,0.00001,29.17,29.88,0.5,8,4.2
4,9/17/2012,85,65,75,64,68,0,10,BR,0,0,29.18,29.87,0.4,34,1.7
6,9/17/2012,85,65,75,65,68,0,10,RA BR,0,0.00001,29.34,29.86,2.1,36,3.3
7,9/17/2012,81,59,70,60,63,0,5,FG+ BR,0,0,28.55,29.9,1.2,35,6.1
8,9/17/2012,81,68,74.744908,61,66,0,9.744908,HZ,0,0.01,29.51,30.4569759,2.1,34,2.2
9,9/17/2012,64,49,57,41,49,8,0,RA BR,0,0.19,29.22,29.97,10.2,33,10.5
10,9/17/2012,88,76,82,72,75,0,17,RA,0,0.12,29.96,29.97,8.4,15,9.1
11,9/17/2012,88,69,79,71,73,0,14, ,0,0.43,29.95,29.98,5.1,15,5.7
12,9/17/2012,88,71,80,71,73,0,15, ,0,0,29.95,29.98,7.1,15,7.2
13,9/17/2012,65,47,56,40,47,9,0, ,0,0.00001,24.38,30.09,1.7,6,5.2
14,9/17/2012,82,57,70,59,63,0,5,FG+ BCFG BR,0,0,28.54,29.89,2,2,6.1
15,9/17/2012,76,35,56,45,50,9,0, ,0,0,29.68,30.06,1,15,1.9
16,9/17/2012,73,43,58,48,53,7,0, ,0,0,29.93,30.04,2.1,13,2.6
17,9/17/2012,82,60,71,61,64,0,6,FG+ BR,0,0,29.23,29.92,0.9,4,2.3
18,9/17/2012,83,67,75,63,67,0,10,BR,0,0,29.34,29.86,1.1,1,3.7
19,9/17/2012,77,51,64,53,57,1,0,TSRA RA BR,0,0.39,29.09,29.84,6.5,26,10
20,9/17/2012,86,67,77,63,67,0,12,RA BR,0,0.01,29.15,29.86,1.6,1,2.7
1,9/18/2012,77,55,66,60,63,0,1,RA BR,0,0.3,29.78,29.9,5.9,18,7.4
2,9/18/2012,70,56,63,61,62,2,0,RA BR,0,1.42,28.84,29.88,13.4,19,14.6
3,9/18/2012,77,52,65,49,56,0,0,TSRA,0,0.18,29.34,30.05,3.9,3,7.3
4,9/18/2012,87,66,77,64,68,0,12, ,0,0,29.31,29.99,2,36,3.1
6,9/18/2012,86,64,75,64,68,0,10, ,0,0,29.47,29.98,4.9,2,5.8
7,9/18/2012,78,53,66,47,56,0,1, ,0,0,28.71,30.06,3.2,2,7.2
8,9/18/2012,86,64,75.244908,62,67,0,10.244908,BR,0,0,29.62,30.5705058,4.3,34,4.6
9,9/18/2012,62,43,53,34,44,12,0,RA,0,0.00001,29.21,29.99,3.9,30,7.9
10,9/18/2012,81,74,78,74,75,0,13,TSRA RA BR,0,0.47,29.85,29.87,9.6,20,10.3
11,9/18/2012,78,72,75,72,73,0,10,RA BR,0,0.53,29.83,29.87,8,20,8.5
12,9/18/2012,81,74,78,72,73,0,13,TSRA RA,0,0.18,29.83,29.88,7.3,21,8
13,9/18/2012,76,43,60,34,47,5,0, ,0,0,24.35,30.07,3.6,14,4.6
14,9/18/2012,79,56,68,46,55,0,3, ,0,0,28.7,30.06,5.1,2,8.5
15,9/18/2012,71,49,60,59,60,5,0,RA BR,0,0.63,29.52,29.86,8,15,8.3
16,9/18/2012,75,53,64,60,63,1,0,RA BR,0,0.11,29.82,29.88,10.9,17,11.1
17,9/18/2012,78,54,66,47,55,0,1,VCTS,0,0,29.41,30.09,4,3,5.2
18,9/18/2012,84,63,74,52,61,0,9, ,0,0,29.51,30.01,6.8,1,7.6
19,9/18/2012,59,43,51,37,45,14,0, ,0,0.00001,29.2,29.92,9.1,32,9.5
20,9/18/2012,85,62,74,52,61,0,9, ,0,0,29.31,30,6.6,36,7.2
1,9/19/2012,72,48,60,49,56,5,0,RA,0,0.27,29.77,29.98,5.1,30,7.8
2,9/19/2012,67,52,60,45,52,5,0,RA BR,0,0.01,28.86,29.99,9,31,11
3,9/19/2012,84,59,72,48,58,0,7, ,0,0,29.28,30,12.5,18,10.6
4,9/19/2012,88,61,75,56,63,0,10, ,0,0,29.39,30.06,1.1,6,2.4
6,9/19/2012,87,59,73,58,64,0,8, ,0,0,29.54,30.06,1.1,2,1.8
7,9/19/2012,86,58,72,48,58,0,7, ,0,0,28.64,29.99,16.1,19,16.2
8,9/19/2012,86,64,75.244908,60,65,0,10.244908,BR HZ,0,0,29.71,30.6633939,1.4,10,1.5
9,9/19/2012,76,53,65,39,50,0,0,RA,0,0.00001,28.99,29.75,7.5,26,13.6
10,9/19/2012,88,74,81,72,74,0,16, ,0,0,29.92,29.96,0.6,20,5.4
11,9/19/2012,87,72,80,71,73,0,15,BR,0,0,29.91,29.97,1.6,30,2.8
12,9/19/2012,88,74,81,71,74,0,16, ,0,0,29.91,29.97,0.8,31,3
13,9/19/2012,79,53,66,30,48,0,1, ,0,0,24.37,30.04,1.4,16,6.5
14,9/19/2012,87,54,71,48,58,0,6, ,0,0,28.64,30,12.4,19,12.8
15,9/19/2012,70,39,55,46,53,10,0, ,0,0.00001,29.54,29.98,5.6,31,7.1
16,9/19/2012,72,51,62,51,57,3,0,RA,0,1.19,29.8,29.95,4.1,31,7.6
17,9/19/2012,86,51,69,47,57,0,4, ,0,0,29.34,30.04,6.4,19,6.5
18,9/19/2012,88,59,74,48,59,0,9, ,0,0,29.54,30.06,6.2,15,7.4
19,9/19/2012,72,39,56,40,49,9,0,RA,0,0.05,29.13,29.89,12.8,20,13.8
20,9/19/2012,88,55,72,48,59,0,7, ,0,0,29.35,30.05,4.3,16,5
1,9/20/2012,66,43,55,42,48,10,0, ,0,0,30.07,30.23,3.4,6,4.4
2,9/20/2012,64,46,55,42,48,10,0, ,0,0,29.11,30.21,4.5,7,6
3,9/20/2012,86,64,75,55,63,0,10, ,0,0,29.23,29.94,2.9,16,5.8
4,9/20/2012,90,63,77,61,66,0,12,BR,0,0,29.34,30.02,1,19,2.1
6,9/20/2012,89,59,74,62,66,0,9,BR,0,0,29.49,30.02,2.7,18,3.5
7,9/20/2012,91,58,75,54,63,0,10, ,0,0,28.58,29.93,6.6,19,8.3
8,9/20/2012,88,59,73.744908,57,64,0,8.744908, ,0,0,29.68,30.6324312,0.8,15,1.1
9,9/20/2012,66,50,58,34,47,7,0, ,0,0,29.12,29.88,10.9,30,11.9
10,9/20/2012,85,75,80,73,75,0,15,RA BR,0,0.93,29.99,30.02,6.3,6,7.4
11,9/20/2012,82,72,77,72,73,0,12,TS TSRA RA BR,0,0.94,29.99,30.03,3.5,4,4.7
12,9/20/2012,83,72,78,72,73,0,13,TSRA RA BR,0,3.52,29.98,30.03,3.6,6,4
13,9/20/2012,78,50,64,30,47,1,0, ,0,0,24.36,30.03,1.1,17,6.6
14,9/20/2012,93,59,76,53,62,0,11, ,0,0,28.57,29.93,7.2,19,8
15,9/20/2012,67,34,51,40,45,14,0,BR,0,0,29.85,30.23,1,15,2.4
16,9/20/2012,64,44,54,44,49,11,0, ,0,0,30.09,30.2,4.2,4,4.6
17,9/20/2012,87,57,72,55,62,0,7, ,0,0,29.28,29.98,1.6,10,3.5
18,9/20/2012,94,64,79,53,64,0,14, ,0,0,29.47,29.98,7.7,17,8.2
19,9/20/2012,69,50,60,37,49,5,0, ,0,0,29.13,29.87,7.5,27,7.9
20,9/20/2012,95,65,80,54,63,0,15, ,0,0,29.27,29.98,5,17,6.3
1,9/21/2012,66,45,56,49,52,9,0, ,0,0,29.99,30.14,2.1,5,3
2,9/21/2012,65,47,56,48,51,9,0,FG+,0,0,29.04,30.12,3.4,7,4.5
3,9/21/2012,95,64,80,56,64,0,15, ,0,0.00001,29.18,29.87,0.8,9,5
4,9/21/2012,91,62,77,55,64,0,12, ,0,0,29.29,29.97,0.8,14,1.7
6,9/21/2012,90,56,73,57,63,0,8, ,0,0,29.45,29.97,1.6,16,3
7,9/21/2012,92,68,80,54,64,0,15, ,0,0,28.56,29.89,2.2,19,7.1
8,9/21/2012,88,59,73.744908,57,63,0,8.744908, ,0,0,29.63,30.5808267,1.6,14,1.8
9,9/21/2012,63,40,52,39,47,13,0,RA,0,0.02,29.1,29.85,7.9,31,8.6
10,9/21/2012,84,74,79,73,75,0,14,RA,0,0.06,29.98,30,4.8,4,6.7
11,9/21/2012,85,71,78,71,73,0,13,BR,0,0,29.98,30.01,4,6,4.8
12,9/21/2012,84,73,79,72,74,0,14,RA BR,0,0.01,29.96,30.01,4.4,5,4.9
13,9/21/2012,76,50,63,32,47,2,0, ,0,0,24.39,30.08,1.1,26,4.8
14,9/21/2012,95,67,81,53,64,0,16, ,0,0,28.55,29.89,1.6,24,7.6
15,9/21/2012,67,39,53,46,49,12,0,FG+,0,0,29.77,30.13,1.3,11,2
16,9/21/2012,64,44,54,50,52,11,0,RA BR,0,0,30.01,30.1,3.2,2,3.9
17,9/21/2012,95,61,78,55,64,0,13, ,0,0,29.24,29.92,0.4,36,3
18,9/21/2012,95,70,83,52,64,0,18, ,0,0,29.43,29.94,5.7,18,6.4
19,9/21/2012,58,49,54,44,49,11,0,RA,0,0.1,29.1,29.85,7.7,24,8.1
20,9/21/2012,96,70,83,52,64,0,18, ,0,0,29.23,29.93,3.3,18,5.8
1,9/22/2012,72,55,64,56,58,1,0,RA BR,0,0.01,29.79,29.93,0.2,24,3.7
2,9/22/2012,72,51,62,56,58,3,0,RA FG BR,0,0.24,28.86,29.93,4.5,19,6.9
3,9/22/2012,86,55,71,48,58,0,6,RA,0,0.00001,29.38,30.07,6.7,2,7.3
4,9/22/2012,90,63,77,60,66,0,12, ,0,0,29.38,30.04,0.9,14,1.7
6,9/22/2012,90,57,74,60,65,0,9, ,0,0,29.54,30.04,0.4,13,1.1
7,9/22/2012,91,66,79,48,60,0,14, ,0,0.00001,28.71,30.03,9,6,10
8,9/22/2012,90,61,75.744908,63,68,0,10.744908,BR,0,0,29.69,30.6427521,1.7,16,1.9
9,9/22/2012,59,39,49,M,M,16,0, ,0,0,29.41,30.14,11.6,32,11.9
10,9/22/2012,89,76,83,72,75,0,18, ,0,0,29.98,30.01,2.6,9,5.1
11,9/22/2012,88,70,79,70,72,0,14,BR,0,0,29.98,30.02,1.7,6,3.8
12,9/22/2012,86,73,80,71,73,0,15, ,0,0,29.97,30.02,2.6,8,3.6
13,9/22/2012,78,45,62,36,48,3,0, ,0,0,24.42,30.14,2.4,18,6.8
14,9/22/2012,93,67,80,48,61,0,15, ,0,0,28.7,30.02,9.6,6,10.4
15,9/22/2012,72,43,58,53,56,7,0,RA FG+ BR,0,0.12,29.55,29.91,2.1,16,3.4
16,9/22/2012,69,55,62,56,58,3,0,BR,0,0.03,29.81,29.9,0.5,8,5.3
17,9/22/2012,88,55,72,46,58,0,7, ,0,0,29.44,30.1,7.4,3,7.6
18,9/22/2012,97,68,83,52,65,0,18, ,0,0,29.52,30.02,2.4,20,3.2
19,9/22/2012,58,42,50,40,45,15,0,TS RA GS BR,0,0.2,29.26,29.98,8.8,29,9.6
20,9/22/2012,97,72,85,51,64,0,20, ,0,0,29.32,30.01,2.2,21,4.6
1,9/23/2012,71,49,60,48,55,5,0, ,0,0.1,29.78,29.97,6.1,28,7.4
2,9/23/2012,64,47,56,46,51,9,0, ,0,0.01,28.87,29.99,9.5,29,10.2
3,9/23/2012,79,53,66,47,56,0,1,TSRA,0,0.01,29.44,30.16,5.9,7,6.9
4,9/23/2012,93,66,80,62,68,0,15, ,0,0,29.44,30.11,1.1,15,2.1
6,9/23/2012,92,61,77,63,68,0,12, ,0,0,29.59,30.1,1.8,18,2.6
7,9/23/2012,85,57,71,47,57,0,6, ,0,0,28.75,30.11,8,9,9.6
8,9/23/2012,91,66,78.744908,66,70,0,13.744908,BR,0,0,29.76,30.7149984,1.8,13,2.3
9,9/23/2012,60,35,48,M,M,17,0, ,0,0,29.47,30.25,4.1,31,4.7
10,9/23/2012,91,71,81,65,71,0,16, ,0,0,30.01,30.05,5.3,32,6.8
11,9/23/2012,88,62,75,64,68,0,10,BR,0,0,30.01,30.05,4.4,32,5.1
12,9/23/2012,89,67,78,64,69,0,13, ,0,0,30,30.05,4.5,33,4.9
13,9/23/2012,84,47,66,30,49,0,1, ,0,0,24.36,30.02,3.5,21,6.3
14,9/23/2012,86,60,73,47,58,0,8, ,0,0.00001,28.74,30.1,8,9,10
15,9/23/2012,68,40,54,46,52,11,0,RA BR,0,0.06,29.55,29.96,5.3,29,6.6
16,9/23/2012,71,47,59,48,55,6,0,RA,0,0.00001,29.8,29.93,5.9,29,6.8
17,9/23/2012,79,56,68,46,56,0,3, ,0,0.01,29.5,30.2,6.7,7,8
18,9/23/2012,95,68,82,57,67,0,17, ,0,0,29.57,30.08,2.7,19,3.3
19,9/23/2012,58,41,50,32,42,15,0, ,0,0,29.47,30.2,6.6,30,6.8
20,9/23/2012,96,67,82,57,67,0,17, ,0,0,29.39,30.08,1.9,21,4
1,9/24/2012,68,43,56,40,48,9,0, ,0,0,29.94,30.11,3.9,25,4.4
2,9/24/2012,61,45,53,39,46,12,0, ,0,0,29.01,30.11,6.5,28,7.3
3,9/24/2012,91,61,76,56,63,0,11, ,0,0.00001,29.23,29.97,12.7,17,13.4
4,9/24/2012,92,69,81,66,71,0,16, ,0,0,29.37,30.05,2.7,18,4.6
6,9/24/2012,91,66,79,66,70,0,14,BR,0,0,29.53,30.05,7,18,7.2
7,9/24/2012,93,65,79,55,64,0,14, ,0,0,28.58,29.94,14.3,18,15
8,9/24/2012,93,64,78.744908,66,70,0,13.744908,FG+ BR,0,0,29.73,30.6840357,4.4,17,5
9,9/24/2012,78,37,58,M,M,7,0, ,0,0,29.1,29.869113,5.4,25,6.5
10,9/24/2012,87,66,77,57,65,0,12, ,0,0.00001,30.06,30.08,4.8,2,6.6
11,9/24/2012,86,57,72,57,63,0,7, ,0,0,30.05,30.09,3.2,6,4
12,9/24/2012,85,62,74,57,64,0,9, ,0,0,30.04,30.09,3.9,5,4.8
13,9/24/2012,76,53,65,38,51,0,0,RA,0,0.00001,24.27,29.91,3.7,25,6.5
14,9/24/2012,95,63,79,54,64,0,14, ,0,0,28.58,29.94,12.9,18,13.8
15,9/24/2012,65,35,50,38,43,15,0, ,0,0,29.71,30.09,1.4,29,2.3
16,9/24/2012,68,43,56,40,48,9,0, ,0,0,29.96,30.07,3.7,30,4.4
17,9/24/2012,91,64,78,54,63,0,13, ,0,0,29.29,30.01,8.3,18,9.1
18,9/24/2012,97,76,87,59,69,0,22, ,0,0,29.49,30.01,9.7,19,9.8
19,9/24/2012,70,39,55,34,46,10,0, ,0,0,29.21,30,11.6,23,11.7
20,9/24/2012,97,75,86,59,69,0,21, ,0,0,29.31,30.01,5.2,18,7.6
1,9/25/2012,74,44,59,44,52,6,0, ,0,0,29.98,30.14,8,21,8.2
2,9/25/2012,69,44,57,44,50,8,0, ,0,0,29.04,30.14,11.8,23,12
3,9/25/2012,95,76,86,58,68,0,21, ,0,0,29.1,29.82,15.4,19,15.8
4,9/25/2012,92,71,82,66,71,0,17,BR,0,0,29.28,29.96,5,18,6.4
6,9/25/2012,92,62,77,66,70,0,12,FG+ BCFG BR,0,0,29.44,29.96,9.7,18,10.1
7,9/25/2012,92,67,80,59,67,0,15,TSRA RA VCTS,0,0.13,28.48,29.82,18.2,19,20
8,9/25/2012,93,68,80.744908,66,71,0,15.744908,BR HZ,0,0,29.63,30.5808267,6.8,17,7.1
9,9/25/2012,68,43,56,37,46,9,0, ,0,0,29.15,29.91,3.8,34,4.8
10,9/25/2012,84,77,81,67,72,0,16, ,0,0.00001,30.09,30.11,12.9,5,13.1
11,9/25/2012,83,65,74,65,68,0,9, ,0,0,30.09,30.13,7.5,5,7.9
12,9/25/2012,83,74,79,65,70,0,14,RA,0,0.00001,30.08,30.12,9.2,5,9.3
13,9/25/2012,71,47,59,45,50,6,0,TS TSRA RA,0,0.48,24.24,29.93,1.7,29,5.7
14,9/25/2012,93,65,79,58,66,0,14,TSRA,0,0.17,28.49,29.83,16.3,19,17.5
15,9/25/2012,72,32,52,40,47,13,0, ,0,0.00001,29.72,30.11,4.4,19,4.8
16,9/25/2012,73,42,58,44,52,7,0, ,0,0,30,30.11,7.4,22,7.8
17,9/25/2012,95,76,86,56,67,0,21, ,0,0.00001,29.18,29.86,11.6,20,11.9
18,9/25/2012,94,74,84,60,69,0,19, ,0,0,29.41,29.92,13.3,19,13.6
19,9/25/2012,79,51,65,47,54,0,0, ,0,0,29.1,29.85,4.3,26,9
20,9/25/2012,95,73,84,61,69,0,19, ,0,0,29.21,29.92,9.6,18,10.3
1,9/26/2012,73,59,66,58,62,0,1, ,0,0.00001,29.91,30.06,7,21,7.7
2,9/26/2012,68,57,63,58,60,2,0,RA,0,0.01,28.99,30.07,10.3,22,10.5
3,9/26/2012,83,65,74,63,68,0,9,TSRA RA BR,0,0.46,29.26,29.95,4,16,7.1
4,9/26/2012,92,72,82,64,70,0,17,BR,0,0,29.29,29.97,3,17,5.7
6,9/26/2012,92,65,79,64,70,0,14,BCFG BR,0,0,29.46,29.96,6.1,18,6.3
7,9/26/2012,88,65,77,63,68,0,12,TSRA RA BR,0,0.9,28.58,29.9,8.1,18,10.6
8,9/26/2012,91,68,79.744908,67,71,0,14.744908,RA BR,0,0,29.62,30.5705058,4.4,15,4.7
9,9/26/2012,64,40,52,35,45,13,0, ,0,0,29.38,30.12,3.6,2,4
10,9/26/2012,89,73,81,72,75,0,16,RA,0,0.22,30.09,30.11,4.9,4,7.3
11,9/26/2012,86,65,76,70,72,0,11,RA,0,0.41,30.09,30.12,6.1,6,6.4
12,9/26/2012,88,71,80,71,74,0,15, ,0,0.04,30.08,30.12,4.9,7,6.1
13,9/26/2012,61,49,55,49,51,10,0,TS RA BR,0,0.56,24.34,30.07,1.1,14,4.6
14,9/26/2012,90,65,78,63,68,0,13,TSRA BR,0,1.78,28.58,29.9,7.9,17,12.9
15,9/26/2012,72,55,64,56,59,1,0,RA BR,0,0.03,29.67,30.03,4.9,19,5.4
16,9/26/2012,74,58,66,59,62,0,1,BR,0,0.01,29.94,30.03,7.3,21,7.9
17,9/26/2012,83,67,75,61,66,0,10,RA BR VCTS,0,0.45,29.33,29.99,3.9,16,5.6
18,9/26/2012,94,75,85,63,70,0,20, ,0,0,29.45,29.96,11.8,18,12.2
19,9/26/2012,62,49,56,44,50,9,0, ,0,0,29.35,30.07,9.3,2,10
20,9/26/2012,94,74,84,63,70,0,19, ,0,0,29.26,29.96,7,17,8.3
1,9/27/2012,69,48,59,48,54,6,0,BR,0,0,29.98,30.16,3.6,34,5.3
2,9/27/2012,66,52,59,50,54,6,0,BR,0,0,29.05,30.16,5,32,6.9
3,9/27/2012,79,64,72,63,67,0,7,TSRA RA BR,0,0.3,29.34,30.05,0.2,35,3.6
4,9/27/2012,90,69,80,68,72,0,15,BR,0,0,29.34,30.01,1.7,12,3.6
6,9/27/2012,90,63,77,67,70,0,12,FG BCFG BR,0,0,29.49,30,2.7,12,4.1
7,9/27/2012,70,63,67,63,64,0,2,RA BR,0,0,28.72,30.07,2.2,9,6.6
8,9/27/2012,91,68,79.744908,67,71,0,14.744908,FG BR,0,0,29.67,30.6221103,3.1,12,3.3
9,9/27/2012,69,40,55,37,46,10,0, ,0,0,29.46,30.22,0.3,10,1.2
10,9/27/2012,89,76,83,73,75,0,18, ,0,0.14,30.07,30.1,5.5,5,6.3
11,9/27/2012,87,69,78,70,72,0,13, ,0,0.00001,30.06,30.11,4.7,7,5
12,9/27/2012,87,72,80,70,73,0,15, ,0,0,30.06,30.11,4.8,7,5
13,9/27/2012,62,46,54,47,50,11,0,RA,0,0.00001,24.38,30.14,1.8,26,5.5
14,9/27/2012,71,63,67,63,64,0,2,TSRA RA BR,0,0.41,28.71,30.06,3,7,6.6
15,9/27/2012,66,40,53,44,50,12,0,BR,0,0,29.75,30.16,5.1,32,5.5
16,9/27/2012,69,43,56,50,55,9,0,BR,0,0,29.99,30.12,3.3,32,5.6
17,9/27/2012,79,63,71,63,66,0,6,RA BR,0,0.45,29.4,30.09,0.3,30,2.7
18,9/27/2012,91,75,83,65,71,0,18, ,0,0,29.52,30.02,5.3,16,7.4
19,9/27/2012,60,49,55,46,51,10,0, ,0,0,29.45,30.2,9.3,3,10.5
20,9/27/2012,91,74,83,64,70,0,18, ,0,0,29.32,30.01,4.2,15,5.8
1,9/28/2012,57,46,52,50,51,13,0,RA BR,0,0.81,30.03,30.17,4.7,4,5.3
2,9/28/2012,53,48,51,50,51,14,0,RA FG+ FG BR,0,1.06,29.05,30.13,6,6,6.9
3,9/28/2012,83,63,73,65,68,0,8,BR,0,0.01,29.33,30.03,3.2,3,3.9
4,9/28/2012,86,72,79,70,72,0,14,RA BR,0,0.31,29.29,29.97,1.9,14,3
6,9/28/2012,86,70,78,70,72,0,13,RA FG BCFG BR,0,0.42,29.44,29.96,2.6,13,3.6
7,9/28/2012,79,62,71,64,66,0,6,FG+ BR,0,0.01,28.69,30.05,1.8,3,2.5
8,9/28/2012,90,70,80.244908,70,72,0,15.244908,RA DZ FG+ BR HZ,0,0.55,29.62,30.5705058,1.6,12,2.2
9,9/28/2012,76,43,60,40,49,5,0, ,0,0,29.39,30.17,0.8,23,1.4
10,9/28/2012,89,74,82,72,75,0,17, ,0,0,30.01,30.04,5.4,4,6.8
11,9/28/2012,87,68,78,69,72,0,13, ,0,0,30.01,30.04,4.1,5,4.6
12,9/28/2012,87,71,79,71,73,0,14,BR,0,0,30.01,30.04,4.9,5,5.8
13,9/28/2012,70,43,57,44,50,8,0, ,0,0,24.38,30.12,3.3,13,4.9
14,9/28/2012,78,63,71,64,67,0,6,FG+ BR,0,0,28.69,30.04,2.6,4,3.5
15,9/28/2012,52,37,45,46,47,20,0,RA BR,0,1.15,29.82,30.18,2.5,3,3.1
16,9/28/2012,57,44,51,52,53,14,0,RA BR,0,1.07,30.04,30.12,4.6,5,5.8
17,9/28/2012,83,63,73,64,67,0,8,BR,0,0,29.39,30.07,1.6,3,2.3
18,9/28/2012,88,72,80,65,70,0,15,RA,0,0.1,29.48,29.99,2.9,6,4.8
19,9/28/2012,64,49,57,43,50,8,0, ,0,0,29.41,30.17,2.1,2,6.4
20,9/28/2012,91,69,80,66,70,0,15,RA,0,0.19,29.28,29.99,2.7,3,5.1
1,9/29/2012,57,52,55,51,53,10,0,RA BR,0,0.03,29.78,29.94,5.6,2,6.1
2,9/29/2012,55,50,53,51,51,12,0,FG BR,0,0,28.84,29.93,4.7,4,5.4
3,9/29/2012,75,65,70,65,67,0,5,BR,0,0.13,29.26,29.99,4.9,2,5.6
4,9/29/2012,82,67,75,70,71,0,10,RA BR,0,1.91,29.1,29.8,1.1,31,4.8
